                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.0671,                0.87758,                 1.3525,                0.61784,                 0.5814,                0.60153,                0.41763,                 1.2205,                 1.1264,                 1.5368,             0.00091263,             0.00091263,             0.00091263
                     75,                 1.0612,                0.86574,                 1.3513,                0.66079,                  0.567,                 0.6041,                0.42111,                 1.2161,                 1.1173,                 1.5641,             0.00090556,             0.00090556,             0.00090556
                     76,                 1.0637,                0.87213,                 1.3614,                0.69674,                 0.5467,                0.59894,                0.41967,                  1.237,                 1.1277,                  1.563,             0.00089848,             0.00089848,             0.00089848
                     77,                 1.0458,                0.85889,                 1.3399,                0.65793,                0.54432,                0.59901,                0.41601,                 1.2468,                 1.1697,                 1.5771,             0.00089141,             0.00089141,             0.00089141
                     78,                 1.0313,                 0.8538,                 1.3399,                0.66791,                0.55366,                0.60343,                0.42128,                 1.2337,                 1.1674,                 1.5445,             0.00088434,             0.00088434,             0.00088434
                     79,                 1.0383,                 0.8386,                 1.3297,                0.65118,                0.55115,                0.59532,                0.40796,                 1.2686,                 1.1524,                 1.5937,             0.00087726,             0.00087726,             0.00087726
                     80,                 1.0235,                0.82568,                 1.3266,                0.67874,                0.54077,                0.58753,                 0.4082,                  1.244,                 1.1668,                 1.5692,             0.00087019,             0.00087019,             0.00087019
                     81,                 1.0204,                0.82885,                 1.3213,                0.63965,                0.56779,                0.58785,                0.40571,                 1.2323,                 1.1667,                 1.5581,             0.00086312,             0.00086312,             0.00086312
                     82,                 1.0272,                0.82178,                 1.3196,                0.62923,                0.57957,                0.60415,                0.41949,                  1.225,                 1.1924,                 1.5539,             0.00085604,             0.00085604,             0.00085604
                     83,                0.97618,                0.80567,                  1.305,                0.62939,                0.57819,                0.59845,                0.42446,                 1.2258,                 1.1354,                 1.5534,             0.00084897,             0.00084897,             0.00084897
                     84,                 1.0623,                 1.3084,                 1.3664,                0.66577,                0.54722,                0.59149,                 0.3914,                 1.3272,                 1.2926,                 1.6146,              0.0008419,              0.0008419,              0.0008419
                     85,                  1.026,                0.86508,                 1.3259,                0.66066,                 0.5553,                0.59122,                0.40372,                 1.3022,                 1.2308,                 1.5967,             0.00083482,             0.00083482,             0.00083482
                     86,                 1.0084,                0.83026,                 1.3147,                0.61514,                0.57119,                 0.5889,                0.40575,                 1.2837,                 1.2413,                 1.5969,             0.00082775,             0.00082775,             0.00082775
                     87,                 1.0128,                0.82223,                 1.3142,                0.65962,                0.56116,                0.60845,                0.41432,                 1.3087,                 1.2021,                 1.6175,             0.00082067,             0.00082067,             0.00082067
                     88,                0.99697,                0.80524,                  1.304,                0.63029,                 0.5776,                0.61241,                0.42833,                 1.2834,                  1.222,                 1.5946,              0.0008136,              0.0008136,              0.0008136
                     89,                0.96846,                0.78422,                 1.2875,                0.72104,                0.53505,                0.58778,                0.40975,                 1.3001,                 1.2858,                 1.6368,             0.00080653,             0.00080653,             0.00080653
                     90,                0.96574,                0.76198,                  1.282,                0.65582,                0.56084,                0.59576,                0.40771,                  1.294,                 1.2582,                 1.6222,             0.00079945,             0.00079945,             0.00079945
                     91,                0.95611,                0.77123,                 1.2777,                0.64854,                0.55925,                 0.6028,                0.42201,                 1.3111,                 1.2039,                 1.6326,             0.00079238,             0.00079238,             0.00079238
                     92,                0.94263,                0.75516,                 1.2759,                0.65306,                0.57641,                0.60067,                0.41561,                 1.3022,                 1.2447,                 1.6259,             0.00078531,             0.00078531,             0.00078531
                     93,                0.95672,                0.76494,                 1.2733,                0.66642,                0.55368,                0.59469,                0.41519,                 1.3092,                 1.2148,                 1.6468,             0.00077823,             0.00077823,             0.00077823
                     94,                0.93079,                0.73886,                 1.2474,                0.68116,                0.55159,                0.60624,                0.42781,                 1.2709,                 1.1902,                 1.6102,             0.00077116,             0.00077116,             0.00077116
                     95,                0.93596,                0.73963,                 1.2581,                0.62507,                0.57551,                0.58923,                0.40864,                 1.3048,                 1.2398,                 1.6154,             0.00076409,             0.00076409,             0.00076409
                     96,                0.93089,                0.74336,                 1.2556,                0.67647,                0.56775,                0.60979,                0.42187,                 1.2836,                 1.2208,                 1.6227,             0.00075701,             0.00075701,             0.00075701
                     97,                0.92335,                 0.7306,                 1.2509,                0.64298,                0.58041,                0.60663,                 0.4166,                 1.3021,                 1.2492,                 1.6453,             0.00074994,             0.00074994,             0.00074994
                     98,                0.91549,                 0.7233,                 1.2464,                0.72277,                 0.5386,                0.59946,                0.42425,                 1.3031,                 1.2119,                 1.6405,             0.00074287,             0.00074287,             0.00074287
                     99,                0.90321,                0.70484,                 1.2342,                0.68273,                0.53432,                0.59448,                0.41201,                 1.2943,                 1.2979,                 1.6297,             0.00073579,             0.00073579,             0.00073579
                    100,                0.90579,                0.71639,                 1.2382,                0.66704,                0.53911,                0.59268,                0.42389,                 1.2665,                 1.2218,                 1.5925,             0.00072872,             0.00072872,             0.00072872
                    101,                 0.9001,                0.70365,                  1.237,                0.65888,                0.54522,                0.59028,                 0.4151,                 1.2746,                 1.2213,                  1.607,             0.00072164,             0.00072164,             0.00072164
                    102,                 0.9008,                0.70684,                 1.2305,                0.62671,                 0.5816,                0.59649,                 0.4197,                 1.2963,                 1.2508,                 1.6257,             0.00071457,             0.00071457,             0.00071457
                    103,                0.89672,                0.69882,                 1.2282,                0.65169,                0.58006,                0.61371,                0.42995,                  1.277,                 1.1844,                  1.621,              0.0007075,              0.0007075,              0.0007075
                    104,                0.87133,                0.68062,                 1.2162,                0.70292,                0.54309,                0.60468,                0.42222,                 1.2933,                 1.2318,                 1.6449,             0.00070042,             0.00070042,             0.00070042
                    105,                0.89745,                0.69621,                 1.2303,                0.67264,                0.54962,                0.59487,                 0.4243,                 1.2923,                  1.214,                 1.6198,             0.00069335,             0.00069335,             0.00069335
                    106,                 0.8595,                0.66871,                 1.2019,                0.66163,                0.55324,                0.59642,                0.41558,                 1.3022,                 1.2375,                 1.6407,             0.00068628,             0.00068628,             0.00068628
                    107,                0.84765,                0.67061,                 1.2044,                0.67301,                 0.5369,                 0.5967,                0.42013,                 1.2972,                 1.1894,                 1.6469,              0.0006792,              0.0006792,              0.0006792
                    108,                0.85404,                0.66396,                  1.212,                0.68782,                0.54959,                0.60952,                0.42735,                 1.2835,                 1.2554,                 1.6156,             0.00067213,             0.00067213,             0.00067213
                    109,                0.85947,                0.67327,                 1.2099,                0.67428,                0.54266,                0.59118,                0.41158,                 1.3051,                 1.2427,                 1.6586,             0.00066506,             0.00066506,             0.00066506
                    110,                0.84848,                0.65483,                 1.2003,                 0.6379,                0.57763,                0.60432,                0.41625,                 1.3008,                 1.2048,                 1.6461,             0.00065798,             0.00065798,             0.00065798
                    111,                0.85194,                0.66255,                  1.195,                0.61704,                0.57636,                 0.5921,                0.41423,                 1.2942,                 1.2441,                 1.6707,             0.00065091,             0.00065091,             0.00065091
                    112,                0.83631,                0.64894,                 1.1889,                0.66894,                0.56658,                0.59962,                0.40954,                 1.3162,                 1.2462,                 1.6761,             0.00064384,             0.00064384,             0.00064384
                    113,                0.82997,                 0.6316,                 1.1766,                0.70913,                0.54736,                0.59756,                0.40697,                 1.3275,                 1.2431,                   1.69,             0.00063676,             0.00063676,             0.00063676
                    114,                 0.8301,                0.63807,                 1.1894,                0.67523,                0.54424,                0.60291,                0.41799,                 1.2952,                 1.2818,                 1.6419,             0.00062969,             0.00062969,             0.00062969
                    115,                0.81239,                0.62098,                 1.1689,                0.63339,                0.57429,                0.59877,                0.42133,                 1.3088,                 1.2308,                 1.6682,             0.00062262,             0.00062262,             0.00062262
                    116,                0.81888,                0.63798,                 1.1805,                0.68263,                0.55835,                0.60797,                0.41847,                 1.2792,                 1.2423,                 1.6386,             0.00061554,             0.00061554,             0.00061554
                    117,                0.81519,                0.62072,                 1.1728,                0.68139,                0.54169,                0.59568,                0.42211,                 1.2778,                 1.2731,                  1.641,             0.00060847,             0.00060847,             0.00060847
                    118,                0.82316,                0.62866,                  1.182,                0.66086,                0.55207,                0.58852,                 0.4113,                 1.3004,                  1.265,                 1.6498,             0.00060139,             0.00060139,             0.00060139
                    119,                0.81211,                0.62953,                 1.1762,                0.73367,                 0.5335,                0.59973,                 0.4201,                 1.2859,                 1.1924,                 1.6425,             0.00059432,             0.00059432,             0.00059432
                    120,                0.79857,                0.61094,                 1.1662,                0.72358,                0.53086,                 0.5991,                0.41771,                 1.2977,                 1.2348,                 1.6602,             0.00058725,             0.00058725,             0.00058725
